starId,movieId
"nm9435066","ICs7",
"nm9428504","ICs8",
"nm9425315","ICs8",
"nm9423680","ICs8",
"nm9424085","ICs8",
"nm9425315","ICs5",
"nm9424981","ICs5",
"nm9424085","ICs5",
"nm9423164","ToG22",
"nm9423729","ToG22",
"nm9427018","ToG22",
"nm9425659","ToG22",
"nm9428504","ICs6",
"nm9424085","ICs6",
"nm9425133","SS18",
"nm9428018","SS18",
"nm9424908","SS18",
"nm9424302","SS18",
"nm9440460","SS18",
"nm9435163","SS18",
"nm9425402","SS18",
"nm9426963","SS15",
"nm9431223","SS15",
"nm9440459","SS15",
"nm9425414","SS13",
"nm9440458","SS13",
"nm9425400","SS13",
"nm9423346","SS13",
"nm9435820","SS13",
"nm9435476","SS13",
"nm9438223","SS13",
"nm9440547","StS5",
"nm9440548","StS5",
"nm9426480","StS5",
"nm9424892","StS5",
"nm9423174","StS5",
"nm9429964","StS5",
"nm9435812","StS5",
"nm9427184","StS5",
"nm9427490","SS11",
"nm9423095","SS11",
"nm9423833","SS11",
"nm9440454","SS11",
"nm9424434","SS11",
"nm9428170","SS11",
"nm9440455","SS11",
"nm9427145","SS11",
"nm9426759","SS11",
"nm9426562","SS11",
"nm9440456","SS11",
"nm9428174","SS11",
"nm9424686","SS11",
"nm9424711","SS11",
"nm9425133","SS12",
"nm9424001","SS12",
"nm9440457","SS12",
"nm9429085","SS12",
"nm9426095","StS2",
"nm9440546","StS2",
"nm9439687","StS2",
"nm9424811","StS2",
"nm9426480","StS2",
"nm9425133","SS19",
"nm9424302","SS19",
"nm9429964","SS19",
"nm9429964","SS19",
"nm9429964","SS19",
"nm9429964","SS19",
"nm9429964","SS19",
"nm9429964","SS19",
"nm9441755","Z9645",
"nm9424062","ICr2",
"nm9428865","ICr2",
"nm9435046","ICr2",
"nm9435047","ICr2",
"nm9428315","ICr2",
"nm9435048","ICr2",
"nm9435049","ICr2",
"nm9426714","ICr2",
"nm9426042","SS20",
"nm9424790","SS20",
"nm9430771","SS20",
"nm9440461","SS20",
"nm9425836","SS20",
"nm9429770","SS21",
"nm9428412","SS21",
"nm9425908","SS21",
"nm9425968","SS21",
"nm9428900","SS21",
"nm9440462","SS21",
"nm9426470","SS21",
"nm9424333","ICr6",
"nm9429866","ICr6",
"nm9424824","ICr6",
"nm9435051","ICr6",
"nm0","DWG1",
"nm9428101","ICr7",
"nm9425184","ICr7",
"nm9435052","ICr7",
"nm9435053","ICr7",
"nm9426118","ICr7",
"nm9435054","ICr7",
"nm9429051","Z9640",
"nm9428101","ICr4",
"nm9423293","ICr4",
"nm9425184","ICr4",
"nm9429311","ICr4",
"nm9435050","ICr4",
"nm9433777","ICr4",
"nm0","DWG3",
"nm0","ICr5",
"nm0","CSe4",
"nm9432191","CSe2",
"nm0","GP21",
"nm0","GP25",
"nm0","GP28",
"nm9426612","LMC12",
"nm9423698","LMC12",
"nm9428515","LMC12",
"nm9428048","LMC12",
"nm9429913","LMC12",
"nm9426075","LMC12",
"nm9423902","LMC12",
"nm9437168","LMC12",
"nm9437169","LMC12",
"nm9424830","LMC15",
"nm9425473","LMC15",
"nm9423535","LMC15",
"nm9432127","LMC15",
"nm9424454","LMC15",
"nm9437170","LMC15",
"nm9424292","LMC15",
"nm9423309","LMC15",
"nm9424830","LMC16",
"nm9423759","LMC16",
"nm9437171","LMC16",
"nm9423752","LMC16",
"nm9423184","LMC16",
"nm9437172","LMC16",
"nm9426772","LMC13",
"nm9427261","LMC13",
"nm9429212","LMC13",
"nm9426908","LMC13",
"nm9425280","LMC13",
"nm9423419","LMC13",
"nm9428967","LMC13",
"nm0","HWY10",
"nm9423457","HB40",
"nm9423316","HB40",
"nm9427566","HB40",
"nm9426832","HB40",
"nm9427438","LMC14",
"nm9423709","LMC14",
"nm9427373","LMC14",
"nm9423374","LMC14",
"nm9425629","LMC14",
"nm9424425","LMC19",
"nm9423591","LMC19",
"nm9429336","LMC19",
"nm9425280","LMC19",
"nm9424729","LMC19",
"nm9429768","LMC19",
"nm9427742","LMC19",
"nm9427704","LMC19",
"nm9441756","Z9655",
"nm9441757","Z9655",
"nm9441758","Z9655",
"nm9441759","Z9655",
"nm9426250","IMx10",
"nm9435386","IMx10",
"nm9426737","IMx10",
"nm9435387","IMx10",
"nm9431547","IMx10",
"nm9429410","IMx10",
"nm9425065","IMx10",
"nm9424425","LMC18",
"nm9425095","LMC18",
"nm9429034","LMC18",
"nm9427196","LMC18",
"nm9423856","LMC18",
"nm9426780","LMC18",
"nm9431549","LMC18",
"nm9425629","LMC18",
"nm9424466","Z9650",
"nm9437567","Z9650",
"nm9429288","Z9650",
"nm9437194","Lob9",
"nm9437195","Lob9",
"nm9437196","Lob9",
"nm9437197","Lob9",
"nm9423095","Lob9",
"nm9428801","AkK15",
"nm9427303","AkK14",
"nm9428801","AkK14",
"nm9430392","AkK14",
"nm9430393","AkK14",
"nm9430389","AkK14",
"nm0","AkK17",
"nm9435067","ICs9",
"nm9424015","ICs9",
"nm9424087","ICs9",
"nm9429857","ICs9",
"nm0","AkK16",
"nm9423829","ToG15",
"nm9426093","ToG15",
"nm9424841","ToG15",
"nm9424414","ToG15",
"nm9426180","ToG15",
"nm9427303","AkK11",
"nm9430387","AkK11",
"nm9430388","AkK11",
"nm9428801","AkK11",
"nm9430389","AkK11",
"nm0","AkK10",
"nm0","AkK13",
"nm9440467","SS33",
"nm9425949","SS33",
"nm9425220","SS33",
"nm9440468","SS33",
"nm9440469","SS33",
"nm9430390","AkK12",
"nm9430391","AkK12",
"nm9426508","AkK12",
"nm9425661","SS34",
"nm9432840","SS34",
"nm9430563","SS34",
"nm9436944","SS34",
"nm9432676","SS34",
"nm9429964","SS34",
"nm9431586","SS34",
"nm0","GP11",
"nm9426699","GP13",
"nm9434132","GP13",
"nm9428222","GP13",
"nm9434133","GP13",
"nm9428663","GP13",
"nm9432056","GP13",
"nm9434134","GP13",
"nm9428917","GP13",
"nm9427761","WlM10",
"nm9426827","WlM10",
"nm9428338","WlM10",
"nm9428361","WlM10",
"nm0","AkK19",
"nm9425470","GP14",
"nm9434135","GP14",
"nm0","AkK18",
"nm0","GP18",
"nm9425473","LMC23",
"nm9426374","LMC23",
"nm9424642","LMC23",
"nm9427924","LMC23",
"nm9427625","LMC23",
"nm9428188","MPa3",
"nm9427460","MPa3",
"nm9428188","MPa4",
"nm9437862","MPa4",
"nm9437861","MPa4",
"nm9437863","MPa4",
"nm9428188","MPa5",
"nm9425044","MPa5",
"nm9424043","MPa5",
"nm9424576","MPa5",
"nm0","HB30",
"nm0","LMC24",
"nm9427547","Z9667",
"nm9428188","MPa1",
"nm9425222","MPa1",
"nm9430358","MPa1",
"nm9437861","MPa1",
"nm9426300","MCb10",
"nm9429924","MCb10",
"nm9429668","MCb10",
"nm9434946","HyK10",
"nm9429964","HyK10",
"nm9424844","ToG10",
"nm9423829","ToG10",
"nm9426093","ToG10",
"nm9426064","ToG10",
"nm9428160","ToG10",
"nm9428499","Z9665",
"nm9429929","Z9665",
"nm9427303","AkK20",
"nm9423953","Z9661",
"nm9435341","Z9661",
"nm9426525","Z9661",
"nm9427860","MPa7",
"nm9427956","MPa7",
"nm9429497","MPa7",
"nm0","CSe6",
"nm9426017","RNe23",
"nm9426521","RNe23",
"nm9424054","RNe23",
"nm9427171","RNe23",
"nm9424163","FM10",
"nm9433445","FM10",
"nm0","El13",
"nm9436347","JOx10",
"nm9436348","JOx10",
"nm0","El15",
"nm0","LMa3",
"nm9427446","LMa2",
"nm9428478","LMa2",
"nm9429473","LMa2",
"nm9428089","LMa2",
"nm9437153","LMa2",
"nm9424561","LMa2",
"nm0","HB60",
"nm0","LMa6",
"nm9423421","LMa5",
"nm9427093","LMa5",
"nm9437154","LMa4",
"nm9437155","LMa4",
"nm0","Ph4",
"nm9428422","RNe10",
"nm9423681","RNe10",
"nm9429442","RNe10",
"nm9439547","RNe10",
"nm9428864","RNe10",
"nm9438868","PSp12",
"nm9437566","PSp12",
"nm9426845","PSp12",
"nm9438869","PSp12",
"nm9424169","PSp10",
"nm9438867","PSp10",
"nm9428934","PSp10",
"nm9431095","PSp10",
"nm0","StW9",
"nm9423581","RNe15",
"nm9429099","RNe15",
"nm9428057","RNe15",
"nm9426612","StW7",
"nm9426798","StW7",
"nm9429197","StW7",
"nm9423626","StW7",
"nm9426397","StW7",
"nm9427298","StW7",
"nm9423530","StW7",
"nm0","StW6",
"nm9424210","CCG8",
"nm9431767","CCG8",
"nm9429964","CCG8",
"nm9431768","CCG8",
"nm9427101","SPv10",
"nm9423130","SPv10",
"nm9423586","SPv10",
"nm9440384","SPv10",
"nm9440385","SPv10",
"nm9426693","CCG7",
"nm9428939","CCG7",
"nm9427128","CCG7",
"nm9428767","CCG7",
"nm9430336","CCG7",
"nm9431766","CCG7",
"nm9431124","CCG7",
"nm9429656","KuN36",
"nm9436882","KuN36",
"nm9428775","KuN36",
"nm9431970","KuN36",
"nm9438662","ShI41",
"nm0","CCG6",
"nm9438662","ShI40",
"nm0","CCG5",
"nm9427400","CCG4",
"nm9428825","CCG4",
"nm9431763","CCG4",
"nm9431764","CCG4",
"nm9431765","CCG4",
"nm9429656","KuN33",
"nm9432876","KuN33",
"nm9426239","KuN33",
"nm9423449","KuN33",
"nm9425905","KuN33",
"nm9428184","GGr18",
"nm9424760","GGr18",
"nm9428885","GGr18",
"nm9433941","GGr18",
"nm9425643","GGr18",
"nm9433942","GGr18",
"nm9429413","GGr18",
"nm9431760","CCG3",
"nm9431761","CCG3",
"nm9427400","CCG3",
"nm9431762","CCG3",
"nm9427883","CCG3",
"nm9424641","CCG3",
"nm0","HB50",
"nm0","CCG2",
"nm9423170","CCG1",
"nm9428825","CCG1",
"nm9427400","CCG1",
"nm9429656","KuN30",
"nm9426239","KuN30",
"nm9428775","KuN30",
"nm9427838","KuN30",
"nm9436882","KuN30",
"nm0","GGr12",
"nm0","GGr10",
"nm9426251","CDN10",
"nm9438870","PSp14",
"nm9426639","PSp14",
"nm9433722","PSp14",
"nm9438871","PSp14",
"nm9424253","PSp14",
"nm9429308","PSp14",
"nm9424867","PSp14",
"nm9428817","FLe10",
"nm9427796","FLe10",
"nm9428312","FLe10",
"nm9428863","FLe10",
"nm0","RoT10",
"nm9423915","CSi6",
"nm9427940","CSi6",
"nm9424125","CSi6",
"nm9432201","CSi6",
"nm9432202","CSi6",
"nm9429107","CSi6",
"nm9423591","GuE10",
"nm9431718","GuE10",
"nm9434311","GuE10",
"nm9434312","GuE10",
"nm0","El35",
"nm9428838","FrS10",
"nm9426619","FrS10",
"nm9433377","FrS10",
"nm9433572","FrS10",
"nm9433573","FrS10",
"nm9435755","JCu10",
"nm9435756","JCu10",
"nm9429964","JCu10",
"nm0","RoT15",
"nm9426412","HB80",
"nm9426835","HB80",
"nm9427852","HB80",
"nm9428138","HB80",
"nm9434521","HB80",
"nm9434522","HB80",
"nm9434523","HB80",
"nm9424407","HB85",
"nm9425252","HB85",
"nm9424881","HB85",
"nm9434524","HB85",
"nm9431313","CrC10",
"nm9432178","CrC10",
"nm9432179","CrC10",
"nm9424791","TTz9",
"nm9425611","TTz9",
"nm9426357","TTz9",
"nm9429050","TTz9",
"nm9428469","TTz9",
"nm9424407","HB86",
"nm9425252","HB86",
"nm9425648","HB86",
"nm9431751","JPH10",
"nm9428515","JPH10",
"nm9424642","JPH10",
"nm9431871","JPH10",
"nm9425204","JPH10",
"nm9424626","JPH10",
"nm9427701","JPH10",
"nm9428185","TTz8",
"nm9426937","TTz8",
"nm9425116","TTz8",
"nm9425318","TTz8",
"nm9429351","TTz8",
"nm0","ShI15",
"nm0","TTz6",
"nm9427731","TTz4",
"nm9428880","TTz4",
"nm9435447","TTz4",
"nm9440934","TTz4",
"nm9424386","TTz4",
"nm9428399","TTz4",
"nm9427731","TTz2",
"nm9425866","TTz2",
"nm9440933","TTz2",
"nm9427742","TTz2",
"nm9428794","TTz2",
"nm9427664","TTz2",
"nm9428399","TTz2",
"nm9426302","BsK9",
"nm9431248","WMa3",
"nm9426141","WMa3",
"nm9432537","WMa3",
"nm9441448","WMa3",
"nm9425260","WMa3",
"nm9440692","WMa3",
"nm9441449","WMa3",
"nm9426302","BsK8",
"nm9426302","BsK7",
"nm9426302","BsK6",
"nm9429964","BsK6",
"nm9429964","BsK6",
"nm9429964","BsK6",
"nm9426302","BsK5",
"nm9426302","BsK4",
"nm9426302","BsK3",
"nm9426302","BsK2",
"nm9426302","BsK1",
"nm9429964","HJS10",
"nm9433130","HJS10",
"nm9429964","HJS10",
"nm0","WMa1",
"nm0","WMa2",
"nm9425794","KuN14",
"nm9427845","KuN14",
"nm9427036","KuN14",
"nm9428128","KuN14",
"nm9425216","KuN14",
"nm9424407","HB70",
"nm9429837","KuN12",
"nm9424406","KuN12",
"nm9428173","KuN12",
"nm9436881","KuN12",
"nm0","ShI20",
"nm0","FrB17",
"nm0","ShI23",
"nm0","FrB13",
"nm0","MPe5",
"nm0","FrB11",
"nm9429341","StZ5",
"nm9428170","StZ5",
"nm9440563","StZ5",
"nm9430351","StZ5",
"nm9424844","StZ5",
"nm9440564","StZ5",
"nm9431454","StZ5",
"nm9440565","StZ5",
"nm9440562","StZ1",
"nm9431283","StZ1",
"nm9430628","StZ1",
"nm9426420","StZ1",
"nm9430299","StZ1",
"nm9438764","PlW10",
"nm9427867","PlW10",
"nm9429020","PlW10",
"nm9438765","PlW10",
"nm9435614","PlW10",
"nm0","HJB10",
"nm9433305","GiB10",
"nm9423807","StL10",
"nm9429586","StL10",
"nm9423753","StL10",
"nm9427453","StL10",
"nm9426020","StL10",
"nm9432736","DuW10",
"nm9425894","DuW10",
"nm9425906","DuW10",
"nm9428011","DuW10",
"nm9427552","DuW10",
"nm9432737","DuW10",
"nm9426843","DuW10",
"nm0","PaW10",
"nm0","FrB21",
"nm9429773","WhR10",
"nm9424087","WhR10",
"nm9441360","WhR10",
"nm9438562","PaW14",
"nm9429964","PaW14",
"nm9425761","ChF10",
"nm9423385","ChF10",
"nm9424908","ChF10",
"nm9424601","DHe10",
"nm9429070","DHe10",
"nm9423524","DHe10",
"nm9423690","DHe10",
"nm9426125","DHe10",
"nm9428806","DHe10",
"nm9428812","PaF10",
"nm9425551","PaF10",
"nm9438476","PaF10",
"nm9424253","PaF10",
"nm0","LvK10",
"nm9440800","THy10",
"nm9440801","THy10",
"nm9440802","THy10",
"nm9440803","THy10",
"nm9440804","THy10",
"nm9427547","ILd10",
"nm9428297","ILd10",
"nm9435294","ILd10",
"nm9424904","ILd10",
"nm9427195","ILd10",
"nm9435295","ILd10",
"nm9429902","ILd10",
"nm9428629","ILd10",
"nm9428036","ILd10",
"nm9433800","ILd10",
"nm9435296","ILd10",
"nm9425400","WiD20",
"nm9441384","WiD20",
"nm9424522","WiD20",
"nm9426769","WiD20",
"nm9431428","WiD20",
"nm9426180","WiD20",
"nm9440805","THy14",
"nm0","HB90",
"nm9424608","RDh10",
"nm9439180","RDh10",
"nm9433069","RDh10",
"nm9439181","RDh10",
"nm9434525","HB95",
"nm9428515","HB95",
"nm9432313","HB95",
"nm9427274","HB95",
"nm9425629","HB95",
"nm9429770","TSy12",
"nm9438185","TSy12",
"nm9440919","TSy12",
"nm9424392","TSy12",
"nm9440920","TSy12",
"nm0","PJ12",
"nm9424055","TSy10",
"nm9431233","TSy10",
"nm9440918","TSy10",
"nm9424131","TSy10",
"nm9429964","TSy10",
"nm9439205","TSy10",
"nm9429964","TSy10",
"nm9429964","TSy10",
"nm9429964","TSy10",
"nm9426047","AMg7",
"nm9428064","AMg7",
"nm9423873","JfH10",
"nm9429964","JfH10",
"nm9426231","AnT16",
"nm9429577","WiD10",
"nm9424392","WiD10",
"nm9423484","WiD10",
"nm9426218","WiD10",
"nm9426619","WiD10",
"nm9427094","WiD10",
"nm9429570","WiD10",
"nm0","AnT12",
"nm9433939","KuN46",
"nm9426248","KuN46",
"nm9436893","KuN46",
"nm9423489","KuN45",
"nm9436890","KuN45",
"nm9431875","KuN45",
"nm9427571","KuN45",
"nm9425109","KuN45",
"nm9436891","KuN45",
"nm9436892","KuN45",
"nm9428322","ChW22",
"nm9423428","KuN42",
"nm9436885","KuN42",
"nm9436886","KuN42",
"nm9436887","KuN42",
"nm9423915","KuN42",
"nm9436888","KuN42",
"nm9423782","KuN42",
"nm9436889","KuN42",
"nm9432201","KuN42",
"nm9424891","ChW25",
"nm9425473","ChW25",
"nm9426071","ChW25",
"nm9428969","ChW25",
"nm9432037","ChW25",
"nm9428173","HHo10",
"nm9427760","HHo10",
"nm9428437","HHo10",
"nm9425197","HHo10",
"nm9427982","HHo10",
"nm9425474","HHo10",
"nm9429050","HHo10",
"nm9424469","KuN40",
"nm9426618","KuN40",
"nm9436883","KuN40",
"nm9423244","KuN40",
"nm9436884","KuN40",
"nm9432705","KuN40",
"nm9427724","KuN40",
"nm9429452","KuN40",
"nm9435251","JMr10",
"nm9436191","JMr10",
"nm9436192","JMr10",
"nm9423428","KuN49",
"nm9427452","KuN49",
"nm9429371","KuN49",
"nm9427749","KuN49",
"nm9425109","KuN49",
"nm9436894","KuN49",
"nm9439159","RCv10",
"nm9437827","RCv10",
"nm9428431","RCv10",
"nm9428119","RDW10",
"nm9424889","RDW10",
"nm9439237","RDW10",
"nm9424795","RDW10",
"nm9427858","RDW10",
"nm9423779","RDW10",
"nm9423561","RDW10",
"nm9424297","JBr10",
"nm9428834","JBr10",
"nm9429927","JBr10",
"nm9427588","JBr10",
"nm9427128","JBr10",
"nm0","MPi1",
"nm9426332","ChW12",
"nm9424425","ChW12",
"nm9428853","ChW12",
"nm9423275","ChW12",
"nm9426299","AnC10",
"nm9426824","AnC10",
"nm9427414","AnC10",
"nm9429915","AnC10",
"nm9426767","AnC10",
"nm9423451","AnC10",
"nm9429933","AnC10",
"nm9427867","FDL20",
"nm9424222","FDL20",
"nm9428153","FDL20",
"nm9423370","FDL20",
"nm9425603","FDL20",
"nm9427668","ChW16",
"nm9426918","ChW16",
"nm9429907","ChW16",
"nm9429203","ChW16",
"nm9432035","ChW16",
"nm9432036","ChW16",
"nm0","BbM5",
"nm0","ChW18",
"nm9428225","RWN26",
"nm9423874","RWN26",
"nm9430793","RWN26",
"nm9425905","RWN26",
"nm9425442","RWN26",
"nm9432200","RWN26",
"nm9434761","HJB50",
"nm0","CGl103",
"nm9428225","RWN28",
"nm9423874","RWN28",
"nm9440015","RWN28",
"nm9425442","RWN28",
"nm9438685","PhK11",
"nm9437012","PhK11",
"nm9423841","PhK11",
"nm9423881","PhK11",
"nm9428225","RWN24",
"nm9423874","RWN24",
"nm9425900","RWN24",
"nm9425905","RWN24",
"nm9425442","RWN24",
"nm9429084","RWN24",
"nm9423832","RWN24",
"nm9426623","RWN24",
"nm9437036","LFr10",
"nm9427077","FDL15",
"nm9436678","JzS10",
"nm0","LMi1",
"nm9428666","JoS20",
"nm9427750","JoS20",
"nm9424223","JoS20",
"nm9430823","JoS20",
"nm9429277","JoS20",
"nm9425456","JoS20",
"nm9436346","JoS20",
"nm9428225","RWN20",
"nm9423874","RWN20",
"nm9424509","RWN20",
"nm9429939","RWN20",
"nm9425442","RWN20",
"nm9432804","RWN20",
"nm9423677","YvR6",
"nm9433591","YvR6",
"nm9428446","YvR6",
"nm9441624","YvR6",
"nm9429203","GPl10",
"nm9429902","GPl10",
"nm9427351","GPl10",
"nm9423949","GPl10",
"nm9425807","GPl10",
"nm9423643","GPl10",
"nm9426770","GPl10",
"nm9437180","LMi5",
"nm9437181","LMi5",
"nm9441685","Z4815",
"nm9441688","Z4815",
"nm9441686","Z4815",
"nm9441689","Z4815",
"nm9429231","DVs1",
"nm9425807","DVs1",
"nm9426636","PHt1",
"nm9428368","PHt1",
"nm9428623","PHt1",
"nm9425052","PHt1",
"nm9429013","PHt1",
"nm9438696","PHt1",
"nm9438697","PHt1",
"nm9432145","PHt1",
"nm9426651","PHt1",
"nm9427116","PHt1",
"nm9437374","PHt1",
"nm9438698","PHt1",
"nm9438699","PHt1",
"nm9424890","PHt1",
"nm9438700","PHt1",
"nm9426868","PHt1",
"nm9438701","PHt1",
"nm9438702","PHt1",
"nm9438703","PHt1",
"nm9425662","PHt1",
"nm9438704","PHt1",
"nm9438705","PHt1",
"nm9438706","PHt1",
"nm9438707","PHt1",
"nm9438708","PHt1",
"nm9438709","PHt1",
"nm9438710","PHt1",
"nm9438711","PHt1",
"nm9429864","PHt1",
"nm9438712","PHt1",
"nm9423275","PHt1",
"nm0","JoS27",
"nm9428829","FDL10",
"nm9423123","FDL10",
"nm9429107","FDL10",
"nm9424105","FDL10",
"nm0","HuC1",
"nm9424514","PHt8",
"nm9424534","PHt8",
"nm9425987","PHt8",
"nm9426940","PHt8",
"nm9424515","PHt8",
"nm9424445","PHt8",
"nm9428077","PHt8",
"nm9425129","PHt8",
"nm9429485","PHt8",
"nm9436284","JoB10",
"nm9436285","JoB10",
"nm9436286","JoB10",
"nm0","HuC4",
"nm0","CGl109",
"nm0","CGl107",
"nm9430530","AMe10",
"nm9430531","AMe10",
"nm9430532","AMe10",
"nm9430533","AMe10",
"nm9430191","RWN15",
"nm9440013","RWN15",
"nm9426861","RWN15",
"nm9426458","RWN15",
"nm9427838","RWN15",
"nm9440014","RWN15",
"nm9423324","RWN15",
"nm0","PhK25",
"nm9428225","RWN10",
"nm9423874","RWN10",
"nm9423324","RWN10",
"nm9425442","RWN10",
"nm9425905","RWN10",
"nm9425099","RWN10",
"nm9440012","RWN10",
"nm9435957","ThC40",
"nm9433964","ThC40",
"nm9435619","ThC40",
"nm9425852","ThC40",
"nm9429964","ThC40",
"nm0","JGb3",
"nm9427938","PhK28",
"nm9426385","PhK28",
"nm0","PhK27",
"nm0","JGb7",
"nm9430006","ABe10",
"nm9441623","YvR3",
"nm9441565","xHu10",
"nm9441566","xHu10",
"nm0","JCB10",
"nm9431508","JBa10",
"nm9435672","JBa10",
"nm9423093","JBa10",
"nm9429965","JBa10",
"nm9435673","JBa10",
"nm9427149","KCo15",
"nm9427172","KCo15",
"nm9427961","KCo15",
"nm9436713","KCo15",
"nm9436714","KCo15",
"nm9436715","KCo15",
"nm9436716","KCo15",
"nm9436717","KCo15",
"nm9435886","KCo15",
"nm9427668","CD20",
"nm9425770","CD20",
"nm9431829","CD20",
"nm9431830","CD20",
"nm9426209","CD20",
"nm9427197","PhK33",
"nm9426399","PhK33",
"nm9425474","PhK33",
"nm9436140","JLo27",
"nm9429428","JLo27",
"nm9436141","JLo27",
"nm9436142","JLo27",
"nm9436143","JLo27",
"nm9436144","JLo27",
"nm9436145","JLo27",
"nm9436146","JLo27",
"nm9436147","JLo27",
"nm9428225","RWN44",
"nm9423874","RWN44",
"nm9427510","RWN44",
"nm9425905","RWN44",
"nm9440016","RWN44",
"nm9440017","RWN44",
"nm9425127","RWN44",
"nm9440018","RWN44",
"nm9425442","RWN44",
"nm9426110","JLo25",
"nm9423958","JLo25",
"nm9423584","JLo25",
"nm9436137","JLo25",
"nm9436138","JLo25",
"nm9436139","JLo25",
"nm9433694","JLo25",
"nm9428225","RWN46",
"nm9423874","RWN46",
"nm9431970","RWN46",
"nm9425442","RWN46",
"nm9424619","JLo26",
"nm9427446","JLo26",
"nm9426811","JLo26",
"nm0","RWN41",
"nm9429075","Z54105",
"nm9429289","Z54105",
"nm9439446","Z54105",
"nm9431518","RaK10",
"nm9429964","RaK10",
"nm9429964","RaK10",
"nm9426094","IIl10",
"nm9426968","IIl10",
"nm9435233","IIl10",
"nm9435234","IIl10",
"nm9435235","IIl10",
"nm9435236","IIl10",
"nm9428257","RaK12",
"nm9438980","RaK12",
"nm9424071","RaK12",
"nm9429964","RaK12",
"nm9425353","RaK12",
"nm9424330","RaK12",
"nm9428707","PhK39",
"nm9429075","Z54100",
"nm9432527","MaH15",
"nm9430659","MaH15",
"nm9430150","MaH15",
"nm9432147","MaH15",
"nm9437356","MaH15",
"nm9425119","JLo23",
"nm9429586","JLo23",
"nm9425167","JLo23",
"nm9425996","JLo23",
"nm0","JLo24",
"nm9437354","MaH10",
"nm9424673","MaH10",
"nm9434531","MaH10",
"nm9431108","MaH10",
"nm9437355","MaH10",
"nm0","KDr10",
"nm0","JLo22",
"nm9427606","GrB4",
"nm9425438","GrB4",
"nm9425720","GrB4",
"nm9423787","GrB4",
"nm9436407","KDr15",
"nm9436720","KDr15",
"nm9436721","KDr15",
"nm9436722","KDr15",
"nm9424981","CD11",
"nm9427118","CD11",
"nm9429638","CD11",
"nm9427121","CD11",
"nm9424111","xGr10",
"nm9425996","xGr10",
"nm9426234","xGr10",
"nm0","CD10",
"nm0","RWN36",
"nm0","CD31",
"nm9429543","Z54110",
"nm9431167","Z54110",
"nm9430240","Z54110",
"nm9429075","Z54110",
"nm9428225","RWN38",
"nm9423874","RWN38",
"nm9426474","RWN38",
"nm9425442","RWN38",
"nm9426017","PhK46",
"nm9426473","PhK46",
"nm9424984","PhK46",
"nm9438348","PhK46",
"nm9423693","JLo18",
"nm9423385","JLo18",
"nm9436136","JLo18",
"nm9423781","HuC7",
"nm9429964","HuC7",
"nm9423717","HuC7",
"nm9427452","HuC7",
"nm9425195","HuC7",
"nm9434919","HuC7",
"nm9429508","JLo17",
"nm9429964","JLo17",
"nm9436135","JLo17",
"nm9428225","RWN34",
"nm9423874","RWN34",
"nm9424509","RWN34",
"nm9423832","RWN34",
"nm9425442","RWN34",
"nm9427045","PhK42",
"nm9424140","PhK42",
"nm0","JLo14",
"nm0","JLo15",
"nm9424878","PDu10",
"nm9438609","PDu10",
"nm9438610","PDu10",
"nm9438611","PDu10",
"nm9438612","PDu10",
"nm9438613","PDu10",
"nm9440736","TgD1",
"nm9440737","TgD1",
"nm9440738","TgD1",
"nm9424416","TgD1",
"nm9440739","TgD1",
"nm9440740","TgD1",
"nm9440741","TgD1",
"nm9440742","TgD1",
"nm9440743","TgD1",
"nm9440744","TgD1",
"nm0","CSr9",
"nm0","CSr8",
"nm9429131","JoS12",
"nm9436334","JoS12",
"nm9423366","JoS12",
"nm9423394","JoS12",
"nm9430150","JoS12",
"nm9436335","JoS12",
"nm9436336","JoS12",
"nm9436337","JoS12",
"nm9436338","JoS12",
"nm9436339","JoS12",
"nm9436340","JoS12",
"nm9436341","JoS12",
"nm9436342","JoS12",
"nm9436343","JoS12",
"nm9435378","JoS12",
"nm9436344","JoS12",
"nm9436345","JoS12",
"nm9427867","JGd2",
"nm9435879","JGd2",
"nm9435880","JGd2",
"nm9423421","JGd2",
"nm9428225","RWN30",
"nm9423874","RWN30",
"nm9426972","RWN30",
"nm9425905","RWN30",
"nm9425751","RWN30",
"nm9425442","RWN30",
"nm9423243","RWN30",
"nm9432208","CSr7",
"nm9432209","CSr7",
"nm9428492","JoS10",
"nm9434060","JoS10",
"nm9424518","JoS10",
"nm9429914","JoS10",
"nm9436332","JoS10",
"nm9424240","JoS10",
"nm9436333","JoS10",
"nm9423808","JoS10",
"nm9425233","JMa30",
"nm9423190","JMa30",
"nm9436163","JMa30",
"nm9436164","JMa30",
"nm9436165","JMa30",
"nm9436166","JMa30",
"nm9432207","CSr5",
"nm9424131","CSr5",
"nm9424131","CSr5",
"nm9429964","CSr5",
"nm9429964","CSr5",
"nm9432206","CSr4",
"nm9424131","CSr4",
"nm9423503","WBe10",
"nm9426946","WBe10",
"nm9441266","WBe10",
"nm9427914","WBe10",
"nm9427848","WBe10",
"nm9425908","WBe10",
"nm9441267","WBe10",
"nm9441268","WBe10",
"nm9441269","WBe10",
"nm9427906","WBe10",
"nm9424841","WBe10",
"nm9423947","WBe10",
"nm9429964","WBe10",
"nm9431661","WBe10",
"nm9426401","JoS18",
"nm9426224","JoS18",
"nm9426224","JoS15",
"nm9431591","JoS15",
"nm9428612","JoS15",
"nm9424762","JoS16",
