id,name,birthYear
"nm9426323","Marthe Keller","1945",
"nm9438854","Sig Arno","NULL",
"nm9425777","Gabby Hayes","1885",
"nm9426939","William H. Macy","NULL",
"nm9427976","Gigi Perreau","1941",
"nm9423714","Sonny Bono","1940",
"nm9438754","Joaquim deAlmeida","NULL",
"nm9434308","Kim Vithani","NULL",
"nm9427331","Kathleen Miller","NULL",
"nm9433509","Barbara Ewins","NULL",
"nm9425069","Gracie Fields","1898",
"nm9428014","Sian Phillips","1934",
"nm9437207","Rene\'e Asherson","NULL",
"nm9435823","Robyn Hitchcock","NULL",
"nm9424900","Britt Ekland","1942",
"nm9428776","Reginald Sheffield","1901",
"nm9427010","Rikki Marin","NULL",
"nm9423794","Evelyn Brent","1899",
"nm9423945","Kathleen Byron","NULL",
"nm9427317","Penelope Milford","NULL",
"nm9428894","Jaclyn Smith","NULL",
"nm9433439","Max Hiller","NULL",
"nm9426148","Gloria Jean","1928",
"nm9424270","Joan Collins","1933",
"nm9426585","Frank Langella","1940",
"nm9431643","Diane Bellego","NULL",
"nm9434541","Rickie Sorensen","NULL",
"nm9439978","Ana Karina","NULL",
"nm9440628","Jayne Brook","NULL",
"nm9426759","John Lithgow","NULL",
"nm9430495","Woo Woo Grabowski","NULL",
"nm9423650","Joan Blackman","1938",
"nm9426713","Al Lettieri","1927",
"nm9424378","Joseph Cotten","1905",
"nm9424205","Mae Clarke","1910",
"nm9426635","Frank Lawton","1904",
"nm9432716","Ken","NULL",
"nm9439450","Michelle Burke","NULL",
"nm9440210","Enrique Ponce","NULL",
"nm9426482","Jeffrey Kramer","NULL",
"nm9440027","Tsutoma Yamazaki","NULL",
"nm9423518","Alfonso Bedoya","1904",
"nm9423586","Senta Berger","1941",
"nm9427565","Burt Mustin","1884",
"nm9438563","Jesse Bradshaw","NULL",
"nm9423466","Eve Bartok","1926",
"nm9426440","Alf Kjellin","1920",
"nm9435140","Luis vanRooten","NULL",
"nm9440253","Jayne Atkinson","NULL",
"nm9436999","Megan Gallagher","NULL",
"nm9435569","Rick Moran","NULL",
"nm9434810","Jim Riggs","NULL",
"nm9423178","Steve Allen","1921",
"nm9435941","Barry Dennen","NULL",
"nm9431019","Stefani Sandrelli","NULL",
"nm9430127","Christopher Dienstag","NULL",
"nm9428397","Lilian Roams","1967",
"nm9435414","Halvar Bjork","NULL",
"nm9439045","Stan Gottlieb","NULL",
"nm9439207","Zack Norman","NULL",
"nm9426366","Sean Kenney","NULL",
"nm9430731","Ralph Clanton","NULL",
"nm9437136","Barbara Darrow","NULL",
"nm9438189","Amanda Schull","NULL",
"nm9433231","Spencer tracy","NULL",
"nm9440288","Richard Foronjy","NULL",
"nm9423983","Colin Campbell","1937",
"nm9428994","Simonetta Stefanelli","NULL",
"nm9437411","Tony Toola","NULL",
"nm9435201","Colette Marchand","NULL",
"nm9431876","John Ringling North","NULL",
"nm9425215","Howard Freeman","1899",
"nm9433803","Matt Frewer","NULL",
"nm9436438","Lise Elina","NULL",
"nm9429719","James Whitmore~jr.","NULL",
"nm9425970","Harry Houdini","1873",
"nm9427166","Ruth McDevitt","1895",
"nm9434106","Michael Gothard","NULL",
"nm9440631","Justin Garms","NULL",
"nm9425804","Anne Helm","NULL",
"nm9424799","Pete Duel","1940",
"nm9437625","F. Seleznev","NULL",
"nm9423610","Chuck Berry","NULL",
"nm9433150","Kai Taschner","NULL",
"nm9438282","Lindsay Lohan","NULL",
"nm9433855","Stephen Mendel","NULL",
"nm9426604","Louise Latham","NULL",
"nm9431236","Meredith Scott Lynn","NULL",
"nm9441620","Maria Diaz","NULL",
"nm9435682","Mehra Townsend","NULL",
"nm9423697","Curt Bois","1900",
"nm9427132","Andrea McArdle","NULL",
"nm9428936","Ann Southern","NULL",
"nm9431468","Morgan Freeman?","NULL",
"nm9431916","Annie Corley","NULL",
"nm9437618","A. Zhukov","NULL",
"nm9428476","Cesar Romero","1907",
"nm9433550","George Field","NULL",
"nm9437178","Helmut Walker","NULL",
"nm9426771","Emily Lloyd","NULL",
"nm9439405","Connie Russell","NULL",
"nm9432328","Delroy Lindo","NULL",
"nm9424962","Chad Everett","1937",
"nm9425994","Susan Howard","NULL",
"nm9427851","Lee Padovani","1920",
"nm9437675","Shep Fields","NULL",
"nm9433610","Larry Simms","NULL",
"nm9440853","Clark Howard","NULL",
"nm9427416","Candy Moore","NULL",
"nm9426898","Ralph Macchio","NULL",
"nm9437387","Gus McNaugton","NULL",
"nm9425235","Dwight Frye","1899",
"nm9432169","Dennis ODay","NULL",
"nm9437165","Sidney Franklin","NULL",
"nm9436932","Richard Lyon","NULL",
"nm9430007","Peter Yellen","NULL",
"nm9440156","Norman Trevor","NULL",
"nm9429634","Johnny Wayne","NULL",
"nm9439185","Bruce Lacey","NULL",
"nm9437276","Alessandro Blasetti","NULL",
"nm9426716","David Lewis","NULL",
"nm9437020","Mark Lenard","NULL",
"nm9431860","Herbert Shaw","NULL",
"nm9438716","John Enroe","NULL",
"nm9440829","Peter Ackoyd","NULL",
"nm9424727","Robert Donat","1905",
"nm9433433","Ann Belek","NULL",
"nm9437899","Toni Hudson","NULL",
"nm9427586","Marilyn Nash","1924",
"nm9429181","Quentin Tarantino","NULL",
"nm9432429","Charles S. Dutton","NULL",
"nm9437655","Terrence Knox","NULL",
"nm9423563","Hywel Bennett","1944",
"nm9431996","Gong Li","NULL",
"nm9427746","Jimmy ODea","1899",
"nm9438405","Maggie Cheung","NULL",
"nm9439063","Bob Lujan","NULL",
"nm9432696","Deeny Dakota","NULL",
"nm9424225","Glenn Close","1947",
"nm9436563","Konstantis Shayne","NULL",
"nm9426006","John Hubbard","NULL",
"nm9431721","George F. Marion","NULL",
"nm9441169","Erma Campbell","NULL",
"nm9428449","Anton Rodgers","1927",
"nm9430035","Charles Waldron","NULL",
"nm9432801","Maly Delschaft","NULL",
"nm9441121","Gunnar Bowman","NULL",
"nm9427362","Isa Miranda","1905",
"nm9424235","James Coburn","1928",
"nm9438761","Elisa Giani","NULL",
"nm9430941","Joe Pantolino","NULL",
"nm9439833","Pierre Klossowski","NULL",
"nm9425317","Ellen Geer","NULL",
"nm9424420","Linda Cristal","1936",
"nm9431585","Joseph Cotton","NULL",
"nm9428438","John Robinson","1908",
"nm9435967","Adrian Ross Magenty","NULL",
"nm9426796","Herbert Lomas","1887",
"nm9436850","Selma Hayek","NULL",
"nm9440705","Joel S. Keller","NULL",
"nm9439853","William henry","NULL",
"nm9439863","Christy Turlington","NULL",
"nm9428456","Kenny Rogers","1938",
"nm9425130","Dorothy Ford","1923",
"nm9440840","Imogen Stubbs","NULL",
"nm9425786","Louis Hayward","1909",
"nm9434910","Gitty Daruga","NULL",
"nm9438590","Lesley Sharpe","NULL",
"nm9424747","Dolores Dorn","1935",
"nm9428925","Gale Sondergaard","1899",
"nm9425414","Whoopi Goldberg","1950",
"nm9427519","Jean Muir","1911",
"nm9425114","Joe Flynn","1924",
"nm9428305","Simone Renant","NULL",
"nm9440737","Hans Alfredson","NULL",
"nm9426486","Anneline Kriel","NULL",
"nm9432632","Patricia Doanahue","NULL",
"nm9425861","Anne Heywood","1931",
"nm9437860","Jack Warson","NULL",
"nm9431070","Bill Finley","NULL",
"nm9427836","Brian Oulton","1908",
"nm9431684","Mitchell Ryan","NULL",
"nm9424495","Mark Damon","NULL",
"nm9433876","John Cromwell","NULL",
"nm9438020","June Brown","NULL",
"nm9429093","Glenn Strange","1899",
"nm9438787","Patrick Shoene","NULL",
"nm9425068","Charles Fields","NULL",
"nm9432558","Gerald S. OLoughlin","NULL",
"nm9425248","Stephen Furst","NULL",
"nm9428975","Frank Stanmore","NULL",
"nm9436057","Jacqueline Kim","NULL",
"nm9436829","John Laughlin","NULL",
"nm9432857","William 'Stage' Boyd","NULL",
"nm9428615","Michael Sarrazin","1940",
"nm9424306","Michael Connors","1925",
"nm9426439","John Kitzmiller","1913",
"nm9437650","Jay O. Sanders","NULL",
"nm9423760","Lara Flynn Boyle","1970",
"nm9435883","Kim Yun","NULL",
"nm9432638","Donna Loren","NULL",
"nm9423644","Jacqueline Bisset","1944",
"nm9434742","Eddie Marr","NULL",
"nm9427849","Anna Pacquin","1982",
"nm9430748","Robert Kelljian","NULL",
"nm9435812","Spalding Gray","NULL",
"nm9426755","Virna Lisi","1937",
"nm9432619","Tsi Chin","NULL",
"nm9431745","Charles Chaplin","NULL",
"nm9441470","Charles Killman","NULL",
"nm9441234","Wong Wei","NULL",
"nm9429003","Susan Stephen","1931",
"nm9425421","Arlene Golonka","NULL",
"nm9429384","Tina Turner","NULL",
"nm9432587","Marion Hutton","NULL",
"nm9425612","Creighton Hale","1882",
"nm9431413","Richard Grant","NULL",
"nm9423608","Elizabeth Berridge","NULL",
"nm9427013","Jane Marken","1895",
"nm9425971","John Houseman","1902",
"nm9430294","Erick daSilva","NULL",
"nm9424797","Davd Duchovny","1960",
"nm9427064","Chico Marx","1886",
"nm9427445","Kenneth More","1914",
"nm9431213","Emile Genest","NULL",
"nm9434549","Edmund Mortimer","NULL",
"nm9430524","Jack Stuart","NULL",
"nm9436149","Anulka Morris","NULL",
"nm9430045","Frankie Darro","NULL",
"nm9434575","Gail Strickland","NULL",
"nm9426748","Audra Lindley","NULL",
"nm9436136","Vivian Merchant","NULL",
"nm9438817","Bastian Bodenhoffer","NULL",
"nm9434515","Tony Bennett","NULL",
"nm9423737","Daniel Boulanger","NULL",
"nm9431474","Salma Havek","NULL",
"nm9428189","Douglas Rain","NULL",
"nm9439305","Tim Abbott","NULL",
"nm9425518","Dora Gregory","NULL",
"nm9430285","Francois Cluzet","NULL",
"nm9439914","Fred Halsted","NULL",
"nm9424285","Norman Combes","NULL",
"nm9426155","Lang Jeffries","NULL",
"nm9435706","Yoko Tani","NULL",
"nm9429598","Dionne Warwick","NULL",
"nm9434020","Roger Jendly","NULL",
"nm9423749","Malick Bowes","NULL",
"nm9440735","Francisco Gatorno","NULL",
"nm9428770","Moira Shearer","1926",
"nm9434780","Deanna Durbin Schell","NULL",
"nm9438938","Helena Carroll","NULL",
"nm9426674","Roger Leenhardt","NULL",
"nm9435478","Galyn Gorg","NULL",
"nm9423922","LeVar Burton","NULL",
"nm9427409","Julie Montgomery","NULL",
"nm9425531","Helmut Griem","NULL",
"nm9435061","Dennnis OKeefe","NULL",
"nm9436865","Maria Ford","NULL",
"nm9437041","Diana Monti","NULL",
"nm9440461","Brad Johnson","NULL",
"nm9438607","Francois Dorleac","NULL",
"nm9423368","Alan Badel","1923",
"nm9431265","Imelda Staubton","NULL",
"nm9435134","Pat Obrien","NULL",
"nm9438889","Geron Duda","NULL",
"nm9439964","Hans Hirschm\"uller","NULL",
"nm9427769","Barret Oliver","NULL",
"nm9430270","Carmen Boni","NULL",
"nm9423095","Dan Ackroyd","NULL",
"nm9424317","Mario Conti","NULL",
"nm9441455","Klaus Wennemann","NULL",
"nm9439958","Gunther Kaufmann","NULL",
"nm9425136","Deborah Foreman","NULL",
"nm9426587","Lillie Langtry","1853",
"nm9428728","Sir Bruce Seton","1909",
"nm9436034","June Lion","NULL",
"nm9437417","Luis Cseigner","NULL",
"nm9440852","Daniel Schlachet","NULL",
"nm9440091","Youki Kodoh","NULL",
"nm9431282","Eve Gordon","NULL",
"nm9431533","Mary Wilcox","NULL",
"nm9434015","Paolo Martens","NULL",
"nm9426268","Michael Kane","NULL",
"nm9426800","Julie London","1926",
"nm9439024","Pricilla Lane","NULL",
"nm9427834","Fred Ott","1860",
"nm9431594","Rebecca RomijnStamos","NULL",
"nm9426574","Rusty Lane","NULL",
"nm9425560","Harry Guardino","1925",
"nm9423204","Bibi Anderson","NULL",
"nm9435743","Peter Wyngarde","NULL",
"nm9426883","Paul Lynde","1926",
"nm9431104","Emmanuelle Beart","NULL",
"nm9435898","Judi West","NULL",
"nm9434264","Gusti Huber","NULL",
"nm9434833","Hal Carter","NULL",
"nm9440929","Tiana Thi Tranh Nga","NULL",
"nm9426891","Sharon Lynn","1910",
"nm9426193","Richard Johnson","1927",
"nm9436875","Ursula Heyer","NULL",
"nm9440711","Andr\'e Morell","NULL",
"nm9432884","Selena Reynolds","NULL",
"nm9438296","Primo Carnera","NULL",
"nm9440950","Michael Gunther","NULL",
"nm9431310","Elisa Touati","NULL",
"nm9430628","Joan Allen","NULL",
"nm9437078","Burt Ward","NULL",
"nm9434828","Scott Neal","NULL",
"nm9427022","Evaristo Marquez","NULL",
"nm9424213","Pierre Clementi","1941",
"nm9429342","Arthur Treacher","1894",
"nm9440715","Ian Wilson","NULL",
"nm9426677","Beatrix Lehman","NULL",
"nm9426848","Lynn Lowry","NULL",
"nm9424581","Brian Deacon","NULL",
"nm9439234","Jewell Jernigan","NULL",
"nm9437573","Lesley Manville","NULL",
"nm9425640","Rusty Hamer","1947",
"nm9425503","Lorne Greene","1915",
"nm9441217","Joel McCray","NULL",
"nm9439667","Jackie `Butch' Jenkins","NULL",
"nm9427822","Missy OShea","NULL",
"nm9432804","Bradley Page","NULL",
"nm9438208","Lucien John","NULL",
"nm9423400","Kay Ballard","1926",
"nm9441324","Tisha Sterling","NULL",
"nm9430503","Clifford Soubier","NULL",
"nm9438054","Courteney Cox","NULL",
"nm9439112","Rosemarie Dexter","NULL",
"nm9441714","Candiad Royalle","NULL",
"nm9438049","Ian McNeice","NULL",
"nm9432317","Cathianne Blore","NULL",
"nm9433857","Jan Jacklin","NULL",
"nm9432581","Full Force","NULL",
"nm9423488","Alan Baxter","1908",
"nm9433099","Zaker Makre","NULL",
"nm9440682","Raffaella Baracchi","NULL",
"nm9427163","Joel McCrea","1905",
"nm9436692","Daniel Beer","NULL",
"nm9427643","Julie Newmar","1930",
"nm9439601","Jimmie Ray Weeks","NULL",
"nm9431267","Richard Hope","NULL",
"nm9434509","Chris Elliott","NULL",
"nm9438860","NoelNoel","NULL",
"nm9429968","Len Cariou","NULL",
"nm9441312","Mabel Norman","NULL",
"nm9435927","Christopher Villiers","NULL",
"nm9427407","Elizabeth Montgomery","1933",
"nm9436341","Sanna Vraa","NULL",
"nm9440441","Rebecca Welles","NULL",
"nm9425819","Eva Henning","1920",
"nm9434513","Cara Seymour","NULL",
"nm9436984","Jenny Neumann","NULL",
"nm9433692","Bambi Linn","NULL",
"nm9426404","Anthony Kimmins","1901",
"nm9430197","Senne Roufaer","NULL",
"nm9430373","Brendan Fraser","NULL",
"nm9431899","Woodrow Parfey","NULL",
"nm9427205","Leo McKern","1920",
"nm9430282","Andre Wilms","NULL",
"nm9425485","Colleen Gray","1922",
"nm9430972","Donald Churchill","NULL",
"nm9435671","Cal Jammer","NULL",
"nm9427578","Nita Naldi","1899",
"nm9428699","Franklyn Seales","NULL",
"nm9431047","Russell Hoyt","NULL",
"nm9437656","Darrell Larson","NULL",
"nm9426464","Anna Konstam","NULL",
"nm9423993","J.D. Cannon","1922",
"nm9437993","W. Bishop","NULL",
"nm9438179","George Lewis","NULL",
"nm9432106","Didier Bexace","NULL",
"nm9434608","Jorge Juliao","NULL",
"nm9430842","Hobart Bosworth","NULL",
"nm9431158","Bret Estes Ellis","NULL",
"nm9423496","Stephanie Beacham","1949",
"nm9437923","Maxine Woods","NULL",
"nm9433788","Lucille Watson","NULL",
"nm9424991","Chris Farley","1964",
"nm9433804","Xander Berkeley","NULL",
"nm9429264","Marshall Thompson","1925",
"nm9431481","Steven Weber","NULL",
"nm9439318","Richard Graham","NULL",
"nm9423189","Kirk Alyn","1910",
"nm9440816","Kazuo Hasegawa","NULL",
"nm9433656","Brad Hunt","NULL",
"nm9431139","John Cassidy","NULL",
"nm9424152","Ruth Chatterton","1893",
"nm9430502","Helen Flint","NULL",
"nm9432777","Clarine Seymour","NULL",
"nm9435120","Etienne Giradot","NULL",
"nm9434681","Thomas Wood","NULL",
"nm9436419","Ken Niles","NULL",
"nm9437897","Cary Guffey","NULL",
"nm9425532","David Alan Grier","NULL",
"nm9441717","Apollonia","NULL",
"nm9424861","Kimber Eastwood","NULL",
"nm9437776","Mikki Allen","NULL",
"nm9427050","Marion Martin","1916",
"nm9429048","Elaine Stewart","1929",
"nm9434584","Jerry Reamer","NULL",
"nm9429769","Robert Williams","1897",
"nm9433068","Bernard Menez","NULL",
"nm9437644","Conan Yuzna","NULL",
"nm9439451","Wiley Wiggins","NULL",
"nm9426396","Wolfgang Kieling","1924",
"nm9430184","The Ritz~Brothers","NULL",
"nm9437400","Giancarlo Giannino","NULL",
"nm9439623","The Pentagon","NULL",
"nm9435829","Daniel Bell","NULL",
"nm9439864","Helene Remy","NULL",
"nm9439357","Kevn Costner","NULL",
"nm9439410","Peter Sellers Colman","NULL",
"nm9441600","Li BaoTian","NULL",
"nm9430174","Arthur Houseman","NULL",
"nm9432599","Thora Birch","NULL",
"nm9430704","Richard OBrien","NULL",
"nm9433527","Jose Garcia","NULL",
"nm9431473","Linda Fiorentino","NULL",
"nm9430161","Joel McCrae","NULL",
"nm9433317","Victor Poletti","NULL",
"nm9441126","Hatty Jones","NULL",
"nm9438023","Hugh Quarshie","NULL",
"nm9441035","David King Wood","NULL",
"nm9427713","France Nuyen","1939",
"nm9435401","Julian Kindahl","NULL",
"nm9427473","Garrett Morris","NULL",
"nm9430183","J. Edward Bromberg","NULL",
"nm9440636","Johnny Whitworth","NULL",
"nm9441525","Ron Ely","NULL",
"nm9429662","Tuesday Weld","1943",
"nm9426255","Wolf Kahler","NULL",
"nm9430144","Tim Robbins","NULL",
"nm9437594","SarahJane Farley","NULL",
"nm9439693","Michael Behn","NULL",
"nm9432416","Larry Blyden","NULL",
"nm9435738","Colette Hiller","NULL",
"nm9439945","Anette Andre","NULL",
"nm9426523","Marcy Lafferty","NULL",
"nm9427904","Leslie Parrish","NULL",
"nm9434041","Guy Mitchell","NULL",
"nm9440574","Anne Carslile","NULL",
"nm9431608","C.Henry Gordon","NULL",
"nm9440454","Doug McGrath","NULL",
"nm9439316","Chris Hunter","NULL",
"nm9431262","Don Grady","NULL",
"nm9440695","Dennis Leary","NULL",
"nm9429144","Maureen Swanson","1932",
"nm9436620","Katja Rieman","NULL",
"nm9423799","Felix Bressart","1890",
"nm9438574","Raphael Sbarge","NULL",
"nm9427438","Victor Moore","1876",
"nm9433906","Weird Al Jankovic","NULL",
"nm9434442","John Heldabrand","NULL",
"nm9428113","Otto Preminger","1906",
"nm9436328","Catherine ZetaJones a","NULL",
"nm9433206","Natasha Regnier","NULL",
"nm9439702","Michael Matson","NULL",
"nm9430016","N. Ottering","NULL",
"nm9438524","Ann Gardner","NULL",
"nm9424388","Noel Coward","1899",
"nm9436118","Carlo Bergonzi","NULL",
"nm9436234","David Forman","NULL",
"nm9438434","His Giants","NULL",
"nm9436343","Nicole Niblack","NULL",
"nm9441625","Philippe LeroyBeaulieu","NULL",
"nm9440359","Jim Hoyt","NULL",
"nm9431680","Jacquline Gadson","NULL",
"nm9428080","Don Porter","NULL",
"nm9432785","Walter Houston","NULL",
"nm9437060","Viveca Dahlen","NULL",
"nm9439000","Bernadette Giraurd","NULL",
"nm9434180","Pat McNamara","NULL",
"nm9426293","Diane Kay","NULL",
"nm9432398","Valerie French","NULL",
"nm9424509","Henry Daniell","1894",
"nm9425445","Marius Goring","1912",
"nm9439531","Joe Carberry","NULL",
"nm9423354","Lew Ayres","1908",
"nm9431753","Manuel Colao","NULL",
"nm9437416","Claude Romain","NULL",
"nm9436808","Hilary Swank","NULL",
"nm9424984","Sergio Fantoni","1930",
"nm9423510","Michael Beck","1948",
"nm9423318","Christopher Atkins","1961",
"nm9429168","Constance Talmadge","1898",
"nm9434268","Jose Iturbi","NULL",
"nm9424297","Didi Conn","NULL",
"nm9432250","Norman Bristow","NULL",
"nm9427914","Mandy Patinkin","NULL",
"nm9429295","Oliver Tobias","1947",
"nm9432881","Johnny Sands","NULL",
"nm9438534","Bibi Andersen","NULL",
"nm9436416","Elizabeth Russell","NULL",
"nm9432840","Edward Burns","NULL",
"nm9435297","Dorotha Segda","NULL",
"nm9437676","Elaine Barrie","NULL",
"nm9423258","Alfonso Arau","NULL",
"nm9433165","Broncho Billy Andersom","NULL",
"nm9433992","Broncho Billy Anderson","NULL",
"nm9425369","Jean Gillie","1915",
"nm9429515","Ferdinand vonAlten","NULL",
"nm9437474","Samuel Beckett","NULL",
"nm9433383","Lesley-Anne Down","NULL",
"nm9431141","George Silver","NULL",
"nm9437842","Dominique Gaspar Mars","NULL",
"nm9441278","Lois Mran","NULL",
"nm9431918","Melora Hardin","NULL",
"nm9437450","Dante Capelli","NULL",
"nm9426701","Rick Lenz","1939",
"nm9438031","JeanMarc Bory","NULL",
"nm9436150","Marianne Morris","NULL",
"nm9426681","Janet Leigh","1927",
"nm9428218","Prunella Ransome","1943",
"nm9425233","Gustav Froehlich","NULL",
"nm9428194","Claude Rains","1889",
"nm9437551","Perce Hellman","NULL",
"nm9440655","Julian Lennon","NULL",
"nm9433382","Julias Harris","NULL",
"nm9424960","Judith Evelyn","1913",
"nm9433593","Frances Neal","NULL",
"nm9439882","Tisha Cambell","NULL",
"nm9427338","Penelope Ann Miller","NULL",
"nm9425830","Pamela Hensley","NULL",
"nm9433412","Michael Howard","NULL",
"nm9424222","Al Cliver","NULL",
"nm9436007","Waits","NULL",
"nm9429683","John Westbrook","NULL",
"nm9429059","Ben Stiller","NULL",
"nm9432733","Anita Mancic","NULL",
"nm9425990","Moe Howard","1895",
"nm9430215","Ron Johnson","NULL",
"nm9425350","Henry Gibson","1935",
"nm9440624","Katherine Moore","NULL",
"nm9425981","Dan Howard","NULL",
"nm9429880","Jane Wyman","1914",
"nm9438227","Roy Gordon","NULL",
"nm9423742","Phillip Bourneuf","1912",
"nm9432032","Barbara Whiting","NULL",
"nm9435735","Jenette Goldstein","NULL",
"nm9435025","Nicholas Clay","NULL",
"nm9423838","Louise Brooks","NULL",
"nm9427980","Felton Perry","NULL",
"nm9437494","Dorsey Wright","NULL",
"nm9426815","Rod Loomis","NULL",
"nm9439647","Nicoletta Brascchi","NULL",
"nm9431575","Kristine Miller","NULL",
"nm9433575","Alvey Moore","NULL",
"nm9433296","Guido Alberti","NULL",
"nm9437001","Patricia Clarkson","NULL",
"nm9439058","Loren Dean","NULL",
"nm9441507","Vincent Sherman","NULL",
"nm9426070","Betty Hutton","1921",
"nm9424668","Maruschka Detmers","NULL",
"nm9436986","Sam Bernard","NULL",
"nm9441519","Karen Balkin","NULL",
"nm9439602","David Huddlestone","NULL",
"nm9432536","Katie Holmes","NULL",
"nm9429524","Andreas Voutsina","NULL",
"nm9432245","Ultraviolet","NULL",
"nm9430895","Stanley Clements","NULL",
